,Date,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Bucket
6586,2015-07-03,Delhi,74.94,408.93,78.89,13.04,0.79,57.68,349.0,Very Poor
28053,2015-07-03,Delhi,41.33,176.35,11.01,11.17,0.46,6.89,144.0,Moderate
41827,2015-07-03,Delhi,80.0,226.22,29.95,10.64,1.66,48.83,173.0,Moderate
41828,2015-07-04,Delhi,105.35,222.42,27.02,5.46,1.35,58.77,183.0,Moderate
28054,2015-07-04,Delhi,27.31,197.0,10.6,11.05,0.49,6.83,139.0,Moderate
38152,2015-07-04,Delhi,81.52,81.52,18.2,9.94,1.05,207.31,297.0,Poor
6587,2015-07-04,Delhi,75.05,329.88,63.71,12.5,0.83,53.67,349.0,Very Poor
38154,2015-07-06,Delhi,63.72,63.72,49.29,6.37,1.12,163.13,282.0,Poor
28056,2015-07-06,Delhi,37.98,150.57,39.73,13.83,0.66,11.78,264.0,Poor
6589,2015-07-06,Delhi,55.55,192.27,44.41,9.61,0.66,74.28,397.0,Very Poor
41830,2015-07-06,Delhi,75.19,169.42,53.03,7.43,1.91,70.08,314.0,Very Poor
41831,2015-07-07,Delhi,58.2,79.63,60.96,5.09,2.09,77.67,200.0,Moderate
6590,2015-07-07,Delhi,57.42,107.17,57.23,14.05,1.12,69.03,226.0,Poor
38155,2015-07-07,Delhi,54.16,54.16,60.93,6.84,1.31,91.04,179.0,Moderate
28057,2015-07-07,Delhi,35.39,76.61,45.06,12.69,0.79,15.35,163.0,Moderate
6591,2015-07-08,Delhi,67.66,211.8,50.74,8.67,0.75,40.67,243.0,Poor
38156,2015-07-08,Delhi,84.88,84.88,62.86,5.63,1.15,124.96,220.0,Poor
41832,2015-07-08,Delhi,66.16,97.67,58.51,4.21,2.1,71.33,202.0,Poor
28058,2015-07-08,Delhi,56.3,116.44,50.61,14.9,0.66,19.71,210.0,Poor
41833,2015-07-09,Delhi,62.73,94.07,70.76,5.69,2.45,74.22,250.0,Poor
6592,2015-07-09,Delhi,66.29,215.59,68.15,8.69,1.2,16.07,274.0,Poor
38157,2015-07-09,Delhi,90.08,90.08,57.95,6.06,0.92,144.32,297.0,Poor
28059,2015-07-09,Delhi,64.12,103.55,46.67,14.91,0.92,28.04,225.0,Poor
28060,2015-07-10,Delhi,33.41,63.37,52.75,14.76,0.79,20.37,130.0,Moderate
41834,2015-07-10,Delhi,29.96,61.71,57.97,6.67,2.08,83.18,261.0,Poor
6593,2015-07-10,Delhi,61.3,164.39,48.76,10.9,1.07,22.66,254.0,Poor
28061,2015-07-11,Delhi,23.22,45.96,45.1,14.57,0.76,20.3,89.0,Satisfactory
38159,2015-07-11,Delhi,32.89,32.89,55.15,7.26,1.07,49.02,249.0,Poor
6594,2015-07-11,Delhi,23.75,51.65,37.8,6.07,0.47,63.93,320.0,Very Poor
41835,2015-07-11,Delhi,30.93,39.38,52.83,5.13,20.54,86.66,386.0,Very Poor
41836,2015-07-12,Delhi,27.86,36.05,33.19,5.5,1.77,85.44,284.0,Poor
38160,2015-07-12,Delhi,33.21,33.21,37.98,9.98,0.98,37.75,190.0,Moderate
28062,2015-07-12,Delhi,20.94,37.36,28.89,12.33,0.94,7.01,61.0,Satisfactory
28063,2015-07-13,Delhi,25.86,55.91,19.47,13.62,0.61,8.83,184.0,Moderate
38161,2015-07-13,Delhi,37.68,37.68,67.24,6.45,1.23,65.12,132.0,Moderate
41837,2015-07-13,Delhi,41.34,69.51,39.3,7.57,2.11,70.44,141.0,Moderate
41838,2015-07-14,Delhi,48.11,100.78,41.26,5.36,1.77,67.47,168.0,Moderate
28064,2015-07-14,Delhi,24.28,70.75,20.13,13.63,0.59,6.14,108.0,Moderate
38162,2015-07-14,Delhi,43.42,43.42,38.07,5.85,1.25,93.54,146.0,Moderate
38163,2015-07-15,Delhi,67.08,67.08,32.78,6.13,1.32,183.88,231.0,Poor
28065,2015-07-15,Delhi,43.37,158.71,18.52,15.01,0.42,6.68,102.0,Moderate
41839,2015-07-15,Delhi,69.02,190.14,36.12,6.72,1.53,56.83,137.0,Moderate
6598,2015-07-15,Delhi,79.63,559.94,60.72,18.7,0.98,9.32,485.0,Severe
41840,2015-07-16,Delhi,90.16,210.21,42.78,5.82,1.53,56.38,182.0,Moderate
6599,2015-07-16,Delhi,82.04,482.14,55.82,21.39,0.71,28.43,554.0,Severe
38164,2015-07-16,Delhi,86.57,86.57,37.18,5.52,1.34,215.95,314.0,Very Poor
28066,2015-07-16,Delhi,52.66,199.86,24.15,14.66,0.51,11.21,158.0,Moderate
38165,2015-07-17,Delhi,90.09,90.09,59.21,6.59,1.41,151.37,276.0,Poor
41841,2015-07-17,Delhi,82.42,137.57,43.39,8.36,3.41,71.34,249.0,Poor
6600,2015-07-17,Delhi,87.19,239.98,46.24,28.52,2.07,22.63,338.0,Very Poor
28067,2015-07-17,Delhi,74.42,128.17,32.94,14.78,0.81,19.01,160.0,Moderate
41842,2015-07-18,Delhi,75.61,114.44,43.6,5.23,1.9,76.0,176.0,Moderate
6601,2015-07-18,Delhi,84.69,309.25,54.2,22.31,0.53,31.05,262.0,Poor
28068,2015-07-18,Delhi,63.42,102.95,42.25,15.34,0.9,18.47,211.0,Poor
38166,2015-07-18,Delhi,67.73,67.73,71.15,6.09,1.38,133.85,255.0,Poor
6602,2015-07-19,Delhi,89.04,323.36,58.23,22.77,0.34,32.95,303.0,Very Poor
28069,2015-07-19,Delhi,51.11,100.64,37.48,14.54,0.78,18.84,204.0,Poor
41843,2015-07-19,Delhi,73.28,122.27,63.6,6.21,1.59,70.83,245.0,Poor
38167,2015-07-19,Delhi,62.99,62.99,67.53,5.43,1.28,115.45,234.0,Poor
6603,2015-07-20,Delhi,55.62,257.7,68.04,13.75,2.05,16.02,268.0,Poor
41844,2015-07-20,Delhi,53.3,79.36,67.57,5.63,2.52,74.04,244.0,Poor
28070,2015-07-20,Delhi,34.76,74.51,44.39,14.8,0.89,16.64,193.0,Moderate
38168,2015-07-20,Delhi,64.84,64.84,76.25,7.84,1.42,107.2,234.0,Poor
6604,2015-07-21,Delhi,38.21,127.8,43.69,22.21,0.59,18.4,247.0,Poor
41845,2015-07-21,Delhi,43.54,70.68,45.64,4.62,1.12,65.96,211.0,Poor
28071,2015-07-21,Delhi,33.21,65.96,36.58,14.54,0.65,10.74,187.0,Moderate
6605,2015-07-22,Delhi,46.03,155.58,38.94,44.65,0.62,10.95,202.0,Poor
28072,2015-07-22,Delhi,28.25,81.59,32.44,14.4,0.57,10.13,141.0,Moderate
41846,2015-07-22,Delhi,40.5,65.99,40.8,5.74,0.97,63.59,149.0,Moderate
28073,2015-07-23,Delhi,24.92,75.71,28.65,14.77,0.52,9.09,123.0,Moderate
41847,2015-07-23,Delhi,37.3,81.28,45.6,9.27,1.93,64.09,165.0,Moderate
6606,2015-07-23,Delhi,40.12,131.79,35.1,30.29,0.84,12.08,164.0,Moderate
6607,2015-07-24,Delhi,56.37,160.9,40.29,29.92,0.81,11.63,169.0,Moderate
41848,2015-07-24,Delhi,47.24,89.33,46.34,6.02,1.23,64.2,165.0,Moderate
28074,2015-07-24,Delhi,37.78,86.13,38.35,14.19,0.63,10.75,107.0,Moderate
38172,2015-07-24,Delhi,40.97,40.97,55.37,8.19,1.42,99.71,177.0,Moderate
28075,2015-07-25,Delhi,35.62,82.9,37.93,11.81,0.59,12.95,175.0,Moderate
41849,2015-07-25,Delhi,46.35,85.52,47.03,6.73,1.21,65.3,185.0,Moderate
6608,2015-07-25,Delhi,51.85,163.17,40.21,30.75,0.79,10.33,189.0,Moderate
6609,2015-07-26,Delhi,31.07,186.47,32.27,30.26,0.7,12.18,169.0,Moderate
41850,2015-07-26,Delhi,30.41,59.95,30.93,5.5,0.84,69.31,144.0,Moderate
28076,2015-07-26,Delhi,21.64,64.36,28.6,14.34,0.41,15.43,130.0,Moderate
6610,2015-07-27,Delhi,21.95,101.42,32.13,22.44,0.72,13.41,157.0,Moderate
41851,2015-07-27,Delhi,21.28,39.91,29.88,6.26,0.75,66.97,102.0,Moderate
28077,2015-07-27,Delhi,16.61,49.01,33.56,14.01,0.53,10.29,129.0,Moderate
6611,2015-07-28,Delhi,20.01,94.15,33.09,10.2,0.6,14.54,186.0,Moderate
41852,2015-07-28,Delhi,17.89,44.9,30.75,5.0,0.74,65.11,119.0,Moderate
28078,2015-07-28,Delhi,16.05,66.09,32.25,12.53,0.42,9.62,150.0,Moderate
28079,2015-07-29,Delhi,21.01,57.03,35.38,13.02,0.46,10.86,150.0,Moderate
41853,2015-07-29,Delhi,23.61,49.44,37.13,4.46,1.11,67.9,112.0,Moderate
6612,2015-07-29,Delhi,20.48,107.32,36.0,17.82,0.39,13.3,175.0,Moderate
6613,2015-07-30,Delhi,29.35,141.57,37.49,15.37,0.58,12.01,201.0,Poor
28080,2015-07-30,Delhi,13.72,45.01,32.76,12.96,0.52,10.06,166.0,Moderate
41854,2015-07-30,Delhi,18.33,41.95,32.73,6.01,0.86,67.1,145.0,Moderate
28081,2015-07-31,Delhi,21.13,71.61,29.49,12.79,0.45,9.5,156.0,Moderate
6614,2015-07-31,Delhi,50.3,306.21,46.85,16.25,0.6,10.32,233.0,Poor
41855,2015-07-31,Delhi,37.12,78.4,38.83,6.21,0.91,70.35,130.0,Moderate
6615,2015-08-01,Delhi,51.15,299.5,46.67,15.93,0.55,11.41,265.0,Poor
41856,2015-08-01,Delhi,39.8,87.03,36.83,6.36,0.94,69.93,164.0,Moderate
28082,2015-08-01,Delhi,23.7,85.5,28.07,13.67,0.46,10.15,152.0,Moderate
6616,2015-08-02,Delhi,64.19,295.34,47.25,16.58,0.65,20.77,264.0,Poor
41857,2015-08-02,Delhi,47.67,91.92,36.6,5.13,1.03,68.19,174.0,Moderate
28083,2015-08-02,Delhi,31.22,77.67,28.84,13.73,0.56,13.52,200.0,Moderate
28084,2015-08-03,Delhi,33.29,91.82,26.07,14.41,0.53,13.85,144.0,Moderate
6617,2015-08-03,Delhi,99.32,380.99,66.48,11.76,0.8,23.54,274.0,Poor
41858,2015-08-03,Delhi,45.19,104.25,40.08,5.76,1.01,64.07,168.0,Moderate
41859,2015-08-04,Delhi,43.25,100.81,48.39,6.89,1.13,62.67,153.0,Moderate
28085,2015-08-04,Delhi,38.82,108.6,36.29,13.78,0.57,15.5,121.0,Moderate
6618,2015-08-04,Delhi,81.44,321.73,62.61,14.03,2.28,64.24,326.0,Very Poor
6619,2015-08-05,Delhi,69.83,207.02,54.9,16.8,0.87,44.84,266.0,Poor
41860,2015-08-05,Delhi,61.96,99.68,57.0,6.88,1.47,73.61,165.0,Moderate
28086,2015-08-05,Delhi,50.72,97.34,53.58,14.94,0.98,27.02,171.0,Moderate
6620,2015-08-06,Delhi,96.21,262.75,37.66,15.52,1.55,62.1,303.0,Very Poor
41861,2015-08-06,Delhi,59.67,87.01,51.62,7.36,1.28,75.75,181.0,Moderate
28087,2015-08-06,Delhi,48.43,104.55,59.22,13.8,0.74,18.53,211.0,Poor
41862,2015-08-07,Delhi,56.63,100.61,46.71,5.98,1.31,77.49,179.0,Moderate
28088,2015-08-07,Delhi,46.11,102.06,44.43,13.59,0.73,16.63,229.0,Poor
6621,2015-08-07,Delhi,78.82,368.84,46.46,12.78,1.75,39.54,315.0,Very Poor
41863,2015-08-08,Delhi,74.18,118.44,54.99,6.96,1.23,80.02,221.0,Poor
28089,2015-08-08,Delhi,54.24,119.09,53.47,8.06,0.84,16.08,261.0,Poor
6622,2015-08-08,Delhi,83.97,280.94,41.18,13.77,2.14,51.91,261.0,Poor
6623,2015-08-09,Delhi,62.98,210.75,42.23,11.5,1.83,18.92,256.0,Poor
28090,2015-08-09,Delhi,40.33,80.21,31.92,4.3,0.74,17.6,248.0,Poor
28091,2015-08-10,Delhi,57.56,102.86,31.8,3.85,1.06,9.05,221.0,Poor
6624,2015-08-10,Delhi,122.06,284.77,40.8,11.25,1.9,46.46,225.0,Poor
41865,2015-08-10,Delhi,97.1,132.95,66.21,10.26,2.04,67.23,145.0,Moderate
41866,2015-08-11,Delhi,75.26,99.25,59.28,6.61,1.66,81.76,235.0,Poor
28092,2015-08-11,Delhi,61.66,109.06,48.81,4.51,0.92,9.37,250.0,Poor
6625,2015-08-11,Delhi,129.35,269.95,38.46,10.66,1.79,47.09,323.0,Very Poor
6626,2015-08-12,Delhi,51.29,129.99,53.26,13.28,1.55,23.02,270.0,Poor
28093,2015-08-12,Delhi,44.13,81.0,34.27,4.35,0.63,8.14,197.0,Moderate
41867,2015-08-12,Delhi,61.35,86.57,45.95,8.67,1.62,71.67,196.0,Moderate
28094,2015-08-13,Delhi,48.58,93.7,37.34,5.73,1.04,14.59,247.0,Poor
6627,2015-08-13,Delhi,62.03,244.09,54.12,27.6,2.06,21.73,217.0,Poor
41868,2015-08-13,Delhi,71.39,121.1,57.68,10.62,1.79,69.56,158.0,Moderate
28095,2015-08-14,Delhi,52.25,101.1,38.34,3.71,0.93,12.76,234.0,Poor
6628,2015-08-14,Delhi,77.3,326.77,42.64,22.51,1.07,37.1,260.0,Poor
41869,2015-08-14,Delhi,67.6,111.42,57.28,12.09,1.15,71.02,247.0,Poor
41870,2015-08-15,Delhi,46.96,66.46,49.74,12.17,0.92,79.01,203.0,Poor
6629,2015-08-15,Delhi,60.32,180.76,37.45,24.05,1.28,13.81,230.0,Poor
28096,2015-08-15,Delhi,42.25,74.89,40.69,3.58,0.65,10.13,181.0,Moderate
41871,2015-08-16,Delhi,51.48,74.85,52.64,11.51,1.09,78.69,234.0,Poor
28097,2015-08-16,Delhi,43.23,72.44,37.39,3.7,0.76,9.01,236.0,Poor
6630,2015-08-16,Delhi,80.05,168.98,61.06,24.47,1.48,19.1,189.0,Moderate
41872,2015-08-17,Delhi,71.2,102.41,58.52,12.15,1.25,72.65,237.0,Poor
28098,2015-08-17,Delhi,49.66,85.63,33.14,4.12,0.67,8.38,200.0,Moderate
6631,2015-08-17,Delhi,88.82,289.1,50.68,24.06,1.49,18.09,189.0,Moderate
6632,2015-08-18,Delhi,91.92,305.67,52.43,24.68,1.22,9.6,278.0,Poor
28099,2015-08-18,Delhi,48.38,98.3,39.1,4.19,0.59,8.27,170.0,Moderate
41873,2015-08-18,Delhi,54.45,95.54,49.93,11.54,0.84,72.65,190.0,Moderate
6633,2015-08-19,Delhi,51.97,544.83,48.42,24.81,1.24,10.11,118.0,Moderate
28100,2015-08-19,Delhi,19.84,64.53,26.17,3.02,0.45,7.12,137.0,Moderate
41874,2015-08-19,Delhi,25.8,67.76,39.18,4.64,0.66,66.95,182.0,Moderate
28101,2015-08-20,Delhi,21.44,94.24,21.02,4.57,0.42,7.15,100.0,Satisfactory
41875,2015-08-20,Delhi,25.2,117.3,31.58,6.78,0.5,62.49,131.0,Moderate
38199,2015-08-20,Delhi,35.3,35.3,31.19,5.46,1.24,107.84,163.0,Moderate
6634,2015-08-20,Delhi,82.99,627.24,46.29,24.79,1.1,10.93,509.0,Severe
41876,2015-08-21,Delhi,45.2,173.89,43.8,9.13,1.03,66.8,132.0,Moderate
28102,2015-08-21,Delhi,28.59,121.4,26.99,6.73,0.62,6.72,105.0,Moderate
6635,2015-08-21,Delhi,82.09,440.37,38.46,24.9,1.67,11.21,633.0,Severe
38200,2015-08-21,Delhi,49.81,49.81,35.51,8.2,1.23,168.62,213.0,Poor
41877,2015-08-22,Delhi,50.95,194.73,43.93,9.52,0.83,63.66,160.0,Moderate
6636,2015-08-22,Delhi,54.18,198.44,55.95,20.25,1.03,9.5,275.0,Poor
38201,2015-08-22,Delhi,45.82,45.82,30.67,10.38,1.19,139.95,282.0,Poor
28103,2015-08-22,Delhi,34.32,127.11,28.04,5.37,0.5,7.05,115.0,Moderate
41878,2015-08-23,Delhi,51.09,117.84,34.97,10.42,0.87,66.27,137.0,Moderate
28104,2015-08-23,Delhi,32.56,104.54,19.71,5.32,0.52,10.43,115.0,Moderate
41879,2015-08-24,Delhi,44.15,94.76,48.04,8.62,1.0,67.56,94.0,Satisfactory
6638,2015-08-24,Delhi,44.87,199.51,53.3,26.35,1.24,11.04,196.0,Moderate
28105,2015-08-24,Delhi,25.34,85.48,33.2,5.4,0.49,7.48,86.0,Satisfactory
41880,2015-08-25,Delhi,53.57,138.81,42.25,7.47,0.98,59.27,118.0,Moderate
28106,2015-08-25,Delhi,31.33,113.81,23.38,7.56,0.43,7.75,105.0,Moderate
38204,2015-08-25,Delhi,47.81,47.81,33.81,8.61,1.08,126.55,199.0,Moderate
6639,2015-08-25,Delhi,77.62,587.68,47.37,20.69,1.15,11.8,348.0,Very Poor
38205,2015-08-26,Delhi,46.13,46.13,41.38,7.99,1.22,130.47,156.0,Moderate
6640,2015-08-26,Delhi,97.86,604.67,44.42,18.95,1.06,10.8,677.0,Severe
41881,2015-08-26,Delhi,54.87,143.79,45.72,7.24,1.03,59.29,128.0,Moderate
28107,2015-08-26,Delhi,37.07,121.37,25.8,9.1,0.35,6.8,110.0,Moderate
41882,2015-08-27,Delhi,61.15,171.07,50.88,8.88,1.52,59.34,139.0,Moderate
6641,2015-08-27,Delhi,98.59,662.98,59.92,22.18,1.15,27.36,683.0,Severe
28108,2015-08-27,Delhi,43.28,130.45,29.65,9.17,0.51,7.62,120.0,Moderate
38206,2015-08-27,Delhi,56.82,56.82,41.37,10.0,1.22,141.2,216.0,Poor
41883,2015-08-28,Delhi,83.3,181.58,63.17,9.2,1.13,63.16,160.0,Moderate
28109,2015-08-28,Delhi,68.65,162.42,49.46,9.41,0.57,12.37,130.0,Moderate
38207,2015-08-28,Delhi,94.87,94.87,50.21,12.24,1.22,168.46,290.0,Poor
6642,2015-08-28,Delhi,86.05,370.29,56.08,24.42,1.2,20.69,454.0,Severe
41884,2015-08-29,Delhi,53.18,130.6,54.41,9.26,0.93,57.62,139.0,Moderate
6643,2015-08-29,Delhi,99.2,597.6,56.86,15.73,1.2,14.87,553.0,Severe
38208,2015-08-29,Delhi,53.22,53.22,36.82,10.13,1.18,128.52,222.0,Poor
6644,2015-08-30,Delhi,79.58,510.48,49.13,11.76,1.1,13.44,497.0,Severe
38209,2015-08-30,Delhi,45.15,45.15,30.7,10.86,1.2,129.84,180.0,Moderate
41885,2015-08-30,Delhi,50.98,136.63,44.55,8.46,0.9,56.32,121.0,Moderate
38210,2015-08-31,Delhi,48.87,48.87,30.01,9.92,1.12,144.85,238.0,Poor
6645,2015-08-31,Delhi,70.76,492.83,41.51,15.47,0.94,14.05,494.0,Severe
41886,2015-08-31,Delhi,46.44,167.29,36.94,9.67,0.9,53.59,133.0,Moderate
6646,2015-09-01,Delhi,98.41,644.66,50.2,19.66,1.73,16.72,494.0,Severe
28113,2015-09-01,Delhi,48.07,200.86,22.27,10.06,0.32,11.51,146.0,Moderate
38211,2015-09-01,Delhi,72.77,72.77,29.91,8.7,1.19,209.82,286.0,Poor
41887,2015-09-01,Delhi,73.07,277.17,40.31,8.5,0.72,50.87,179.0,Moderate
41888,2015-09-02,Delhi,111.39,340.6,43.55,10.13,0.74,49.72,268.0,Poor
28114,2015-09-02,Delhi,66.54,269.94,22.12,11.89,0.37,12.92,198.0,Moderate
38212,2015-09-02,Delhi,103.93,103.93,27.49,9.06,1.16,288.22,323.0,Very Poor
6647,2015-09-02,Delhi,109.31,663.33,48.86,17.27,1.08,15.92,641.0,Severe
28115,2015-09-03,Delhi,56.17,232.34,16.2,8.95,0.27,15.95,207.0,Poor
6648,2015-09-03,Delhi,103.79,555.15,52.44,17.75,1.02,19.6,647.0,Severe
38213,2015-09-03,Delhi,98.97,98.97,38.76,6.97,1.21,262.98,321.0,Very Poor
41889,2015-09-03,Delhi,101.58,299.17,51.92,10.06,1.07,49.56,277.0,Poor
38214,2015-09-04,Delhi,85.13,85.13,47.51,9.16,1.18,225.66,310.0,Very Poor
28116,2015-09-04,Delhi,41.38,161.97,34.55,9.58,0.48,12.65,188.0,Moderate
41890,2015-09-04,Delhi,86.0,241.86,59.03,10.22,1.43,46.41,227.0,Poor
6649,2015-09-04,Delhi,107.3,619.01,58.06,17.61,1.16,19.32,651.0,Severe
28117,2015-09-05,Delhi,49.15,155.39,34.57,10.18,0.46,16.46,138.0,Moderate
38215,2015-09-05,Delhi,75.37,75.37,36.17,15.33,1.16,186.54,286.0,Poor
6650,2015-09-05,Delhi,95.45,580.04,60.59,14.85,1.25,16.5,564.0,Severe
41891,2015-09-05,Delhi,72.96,197.14,56.14,12.07,1.12,55.55,183.0,Moderate
90219,2015-09-07,Hyderabad,14.11,30.79,32.57,9.98,1.0,36.39,77.0,Satisfactory
6652,2015-09-07,Delhi,68.23,415.82,59.14,23.54,1.14,19.74,386.0,Very Poor
28119,2015-09-07,Delhi,34.14,123.37,32.32,9.24,0.36,32.09,115.0,Moderate
38217,2015-09-07,Delhi,47.81,47.81,33.3,11.7,1.18,133.98,207.0,Poor
38218,2015-09-08,Delhi,61.73,61.73,41.23,12.79,1.18,156.66,243.0,Poor
90220,2015-09-08,Hyderabad,15.68,32.94,40.64,9.55,0.15,32.35,72.0,Satisfactory
6653,2015-09-08,Delhi,81.44,527.47,60.54,12.53,1.12,22.53,465.0,Severe
28120,2015-09-08,Delhi,38.43,133.41,26.94,8.52,0.36,41.86,115.0,Moderate
41894,2015-09-08,Delhi,50.34,222.95,60.09,7.22,1.09,51.67,161.0,Moderate
28121,2015-09-09,Delhi,33.95,160.75,27.05,9.03,0.32,51.3,130.0,Moderate
41895,2015-09-09,Delhi,42.59,184.21,58.0,7.99,0.86,46.41,170.0,Moderate
6654,2015-09-09,Delhi,70.38,416.2,54.21,14.8,1.07,27.28,422.0,Severe
38219,2015-09-09,Delhi,50.72,50.72,34.8,12.5,1.15,160.84,281.0,Poor
90221,2015-09-09,Hyderabad,22.94,40.81,40.85,8.02,0.62,28.56,70.0,Satisfactory
41896,2015-09-10,Delhi,47.73,170.45,72.77,8.55,0.99,47.52,155.0,Moderate
38220,2015-09-10,Delhi,57.78,57.78,35.97,11.89,1.24,162.14,250.0,Poor
28122,2015-09-10,Delhi,37.5,130.24,35.71,9.48,0.38,52.29,134.0,Moderate
90222,2015-09-10,Hyderabad,24.33,44.89,38.79,9.1,0.81,31.79,72.0,Satisfactory
6655,2015-09-10,Delhi,66.55,405.34,60.57,18.6,1.04,23.11,400.0,Very Poor
38221,2015-09-11,Delhi,65.78,65.78,40.67,14.79,1.23,177.15,278.0,Poor
6656,2015-09-11,Delhi,78.35,399.3,61.97,19.07,1.15,21.98,352.0,Very Poor
28123,2015-09-11,Delhi,46.6,132.36,40.83,9.64,0.46,66.1,138.0,Moderate
90223,2015-09-11,Hyderabad,28.82,51.27,43.15,8.57,0.54,31.28,65.0,Satisfactory
41897,2015-09-11,Delhi,58.45,154.62,78.16,10.01,1.16,52.3,142.0,Moderate
90224,2015-09-12,Hyderabad,25.23,41.31,33.78,9.43,0.55,36.61,64.0,Satisfactory
38222,2015-09-12,Delhi,93.93,93.93,68.0,13.16,1.2,228.17,313.0,Very Poor
41898,2015-09-12,Delhi,86.27,182.24,91.6,9.12,1.58,56.01,150.0,Moderate
28124,2015-09-12,Delhi,65.38,140.91,37.13,9.52,0.51,34.55,126.0,Moderate
6657,2015-09-12,Delhi,99.55,345.5,62.34,16.08,1.21,13.56,324.0,Very Poor
90225,2015-09-13,Hyderabad,17.6,36.67,27.75,6.78,0.63,48.84,64.0,Satisfactory
6658,2015-09-13,Delhi,120.13,364.05,74.37,15.1,1.18,38.82,298.0,Poor
41899,2015-09-13,Delhi,94.23,265.0,84.98,9.42,1.67,57.11,214.0,Poor
38223,2015-09-13,Delhi,90.24,90.24,57.05,8.34,1.15,166.46,267.0,Poor
28125,2015-09-13,Delhi,71.95,125.14,27.26,10.14,0.57,32.9,137.0,Moderate
28126,2015-09-14,Delhi,109.75,185.78,39.52,9.7,0.6,47.37,233.0,Poor
90226,2015-09-14,Hyderabad,20.83,35.28,26.66,10.82,0.81,43.66,66.0,Satisfactory
6659,2015-09-14,Delhi,144.62,430.08,77.72,16.46,1.44,50.31,367.0,Very Poor
38224,2015-09-14,Delhi,118.12,118.12,69.48,12.15,1.22,232.8,318.0,Very Poor
41900,2015-09-14,Delhi,118.32,249.65,110.89,6.63,2.28,53.44,271.0,Poor
41901,2015-09-15,Delhi,114.75,230.37,98.47,7.92,1.81,54.81,277.0,Poor
6660,2015-09-15,Delhi,123.04,392.28,63.4,15.85,1.56,19.24,392.0,Very Poor
28127,2015-09-15,Delhi,90.18,166.62,46.24,10.0,0.57,34.04,211.0,Poor
90227,2015-09-15,Hyderabad,16.06,30.48,24.45,9.34,0.76,36.49,56.0,Satisfactory
38225,2015-09-15,Delhi,117.82,117.82,71.47,11.93,1.25,236.1,316.0,Very Poor
41902,2015-09-16,Delhi,95.05,190.91,60.29,7.39,1.18,54.94,248.0,Poor
90228,2015-09-16,Hyderabad,19.79,37.06,25.62,8.52,0.47,44.73,59.0,Satisfactory
6661,2015-09-16,Delhi,102.75,342.51,51.05,19.17,1.34,37.9,290.0,Poor
28128,2015-09-16,Delhi,88.25,169.41,38.44,9.68,0.42,25.57,190.0,Moderate
38226,2015-09-16,Delhi,110.12,110.12,56.17,11.31,1.22,232.73,321.0,Very Poor
6662,2015-09-17,Delhi,101.22,495.88,65.93,21.33,1.37,40.54,450.0,Severe
90229,2015-09-17,Hyderabad,17.89,29.64,24.03,7.17,0.69,39.51,45.0,Good
38227,2015-09-17,Delhi,121.43,121.43,77.47,15.08,1.31,330.06,358.0,Very Poor
28129,2015-09-17,Delhi,94.53,192.3,44.01,8.02,0.52,28.31,196.0,Moderate
41903,2015-09-17,Delhi,121.34,254.71,90.1,9.51,1.54,56.85,265.0,Poor
41904,2015-09-18,Delhi,57.6,130.23,59.17,9.59,1.23,63.12,201.0,Poor
28130,2015-09-18,Delhi,48.58,104.73,28.16,8.32,0.35,14.83,168.0,Moderate
6663,2015-09-18,Delhi,64.2,269.84,36.68,15.24,0.92,14.34,308.0,Very Poor
38228,2015-09-18,Delhi,63.47,63.47,47.33,11.78,1.38,151.91,286.0,Poor
6664,2015-09-19,Delhi,92.15,281.09,43.8,15.82,1.14,37.06,198.0,Moderate
38229,2015-09-19,Delhi,74.68,74.68,52.57,11.16,1.43,123.57,177.0,Moderate
28131,2015-09-19,Delhi,68.1,108.5,29.61,8.46,0.46,16.63,110.0,Moderate
41905,2015-09-19,Delhi,69.38,109.12,62.1,7.0,1.14,72.04,117.0,Moderate
41906,2015-09-20,Delhi,58.12,105.66,45.84,6.48,1.0,65.34,133.0,Moderate
38230,2015-09-20,Delhi,78.73,78.73,40.22,11.27,1.27,148.03,286.0,Poor
28132,2015-09-20,Delhi,52.73,95.24,24.63,8.73,0.36,24.75,153.0,Moderate
6665,2015-09-20,Delhi,80.69,346.79,41.42,14.32,1.0,40.12,292.0,Poor
28133,2015-09-21,Delhi,38.32,69.03,32.6,8.57,0.33,20.87,71.0,Satisfactory
38231,2015-09-21,Delhi,50.71,50.71,48.76,11.28,1.21,99.22,215.0,Poor
41907,2015-09-21,Delhi,35.98,68.91,39.37,9.56,0.74,62.94,78.0,Satisfactory
6666,2015-09-21,Delhi,54.41,293.88,48.84,35.35,0.94,39.15,252.0,Poor
38232,2015-09-22,Delhi,39.25,39.25,36.69,11.32,1.29,81.59,129.0,Moderate
41908,2015-09-22,Delhi,29.82,66.64,33.87,11.17,0.77,65.26,76.0,Satisfactory
6667,2015-09-22,Delhi,33.52,136.9,38.31,21.18,0.94,26.77,184.0,Moderate
28134,2015-09-22,Delhi,27.64,57.43,28.01,9.26,0.25,14.53,67.0,Satisfactory
41909,2015-09-23,Delhi,27.4,55.49,40.52,12.18,0.67,63.27,75.0,Satisfactory
6668,2015-09-23,Delhi,37.03,358.02,43.16,29.15,0.84,29.69,175.0,Moderate
